4012482018,GALVANIZED,LEAD,1
4013226009,GALVANIZED,LEAD,1
4012476011,GALVANIZED,LEAD,1
4012481022,GALVANIZED,LEAD,1
4013226025,COPPER,LEAD,1
4012481014,COPPER,LEAD,1
4012476025,GALVANIZED,LEAD,1
4012476026,GALVANIZED,LEAD,1
4012476022,GALVANIZED,LEAD,1
4012482006,GALVANIZED,LEAD,1
4012430011,COPPER,LEAD,1
4012476010,GALVANIZED,LEAD,1
4012476020,GALVANIZED,LEAD,1
4012477005,COPPER,COPPER,0
4012486028,COPPER,LEAD,1
4012482010,GALVANIZED,LEAD,1
4118178011,GALVANIZED,COPPER,1
4012482009,GALVANIZED,LEAD,1
4012457003,COPPER,LEAD,1
4012431010,COPPER,GALVANIZED,1
4012477011,GALVANIZED,LEAD,1
4012476005,GALVANIZED,LEAD,1
4012460007,GALVANIZED,GALVANIZED,1
4012430016,GALVANIZED,LEAD,1
4012476008,GALVANIZED,LEAD,1
4118182004,GALVANIZED,LEAD,1
4012460017,COPPER,COPPER,0
4118182003,GALVANIZED,LEAD,1
4012482008,COPPER,LEAD,1
4012460018,GALVANIZED,LEAD,1
4012476013,GALVANIZED,LEAD,1
4118204002,COPPER,COPPER,0
4012481009,GALVANIZED,LEAD,1
4012482019,GALVANIZED,LEAD,1
4012457012,COPPER,COPPER,0
4012476003,GALVANIZED,LEAD,1
4012457010,COPPER,LEAD,1
4012486027,COPPER,LEAD,1
4012481019,COPPER,COPPER,0
4012457009,COPPER,LEAD,1
4012481015,COPPER,COPPER,0
4012453013,COPPER,LEAD,1
4012476034,COPPER,COPPER,0
4012482017,GALVANIZED,LEAD,1
4012482016,GALVANIZED,LEAD,1
4012476036,GALVANIZED,LEAD,1
4012457013,COPPER,LEAD,1
4012482020,GALVANIZED,LEAD,1
4108429024,COPPER,COPPER,0
4108479029,COPPER,COPPER,0
4108484011,GALVANIZED,LEAD,1
4108433007,COPPER,COPPER,0
4108479030,COPPER,COPPER,0
4108484001,COPPER,COPPER,0
4108484007,COPPER,LEAD,1
4108484003,GALVANIZED,LEAD,1
4108484013,LEAD,LEAD,1
4108484009,COPPER,COPPER,0
4108484008,COPPER,COPPER,0
4108431016,COPPER,COPPER,0
4108433006,COPPER,COPPER,0
4108484010,COPPER,COPPER,0
4108484005,COPPER,COPPER,0
4108484004,LEAD,LEAD,1
4108429027,COPPER,COPPER,0
4108484021,COPPER,LEAD,1
4108484012,LEAD,LEAD,1
4108427029,COPPER,COPPER,0
4108479031,COPPER,COPPER,0
4108426009,COPPER,COPPER,0
4108428017,UNKNOWN,UNKNOWN,1
4108484024,COPPER,LEAD,1
4108484023,NAN,NAN,0
4108484006,COPPER,LEAD,1
4108484027,COPPER,LEAD,1
4108484015,COPPER,LEAD,1
4108484017,COPPER,LEAD,1
4108484018,COPPER,LEAD,1
4108484022,COPPER,LEAD,1
4108478017,COPPER,COPPER,0
4108427021,COPPER,COPPER,0
4108410002,COPPER,COPPER,0
4108430008,COPPER,COPPER,0
4108484020,COPPER,LEAD,1
4108433008,COPPER,COPPER,0
4108484014,GALVANIZED,LEAD,1
4108482015,COPPER,COPPER,0
4108431003,COPPER,COPPER,0
4108484026,COPPER,LEAD,1
4108477029,COPPER,COPPER,0
4108478008,COPPER,COPPER,0
4108410008,COPPER,COPPER,0
4108410007,COPPER,COPPER,0
4108455028,COPPER,LEAD,1
4108432004,COPPER,COPPER,0
4108428009,COPPER,COPPER,0
4108481030,COPPER,COPPER,0
4108479020,COPPER,COPPER,0
4108429015,COPPER,COPPER,0
4108410006,COPPER,LEAD,1
4108476026,COPPER,COPPER,0
4108431007,COPPER,COPPER,0
4108426011,COPPER,COPPER,0
4108478026,COPPER,COPPER,0
4108478025,COPPER,COPPER,0
4108482019,COPPER,COPPER,0
4108483005,COPPER,COPPER,0
4108432012,COPPER,COPPER,0
4108476021,COPPER,COPPER,0
4108483009,COPPER,COPPER,0
4108428006,COPPER,COPPER,0
4108476017,COPPER,COPPER,0
4108476025,COPPER,COPPER,0
4108429009,COPPER,COPPER,0
4108483010,COPPER,COPPER,0
4108483011,COPPER,COPPER,0
4108429028,COPPER,COPPER,0
4108481013,NAN,NAN,0
4108476008,COPPER,COPPER,0
4108483007,COPPER,COPPER,0
4108483006,COPPER,COPPER,0
4108481031,COPPER,COPPER,0
4108428007,COPPER,COPPER,0
4108479007,COPPER,COPPER,0
4108476019,COPPER,COPPER,0
4108481025,COPPER,COPPER,0
4108476006,COPPER,COPPER,0
4108432010,COPPER,COPPER,0
4108476003,COPPER,COPPER,0
4108482008,COPPER,COPPER,0
4108482018,COPPER,COPPER,0
4108484028,COPPER,LEAD,1
4108476010,COPPER,COPPER,0
4108430010,NAN,NAN,0
4108426007,COPPER,COPPER,0
4108428016,COPPER,COPPER,0
4108428003,COPPER,COPPER,0
4108410012,COPPER,COPPER,0
4108482013,COPPER,COPPER,0
4108479025,COPPER,COPPER,0
4108402003,GALVANIZED,LEAD,1
4108481026,COPPER,COPPER,0
4108429014,COPPER,COPPER,0
4108479019,NAN,NAN,0
4108483014,COPPER,COPPER,0
4108410011,COPPER,COPPER,0
4108428010,COPPER,COPPER,0
4108485024,COPPER,COPPER,0
4108483002,COPPER,COPPER,0
4108428005,COPPER,UNKNOWN,1
4108434003,COPPER,COPPER,0
4108431009,COPPER,COPPER,0
4108476022,COPPER,COPPER,0
4108477030,COPPER,COPPER,0
4108455008,COPPER,COPPER,0
4108481027,COPPER,COPPER,0
4108428008,COPPER,COPPER,0
4108483012,COPPER,COPPER,0
4108428014,UNKNOWN,UNKNOWN,1
4108476023,NAN,NAN,0
4108481002,COPPER,COPPER,0
4108481028,COPPER,COPPER,0
4108481020,COPPER,COPPER,0
4108482006,COPPER,COPPER,0
4108482021,COPPER,COPPER,0
4108431018,COPPER,COPPER,0
4108476015,COPPER,COPPER,0
4108429007,COPPER,COPPER,0
4108406007,COPPER,COPPER,0
4108429022,NAN,NAN,0
4108431006,COPPER,LEAD,1
4108481024,COPPER,LEAD,1
4108476013,COPPER,COPPER,0
4108478015,COPPER,COPPER,0
4108479021,COPPER,COPPER,0
4108455010,COPPER,COPPER,0
4108481007,COPPER,COPPER,0
4108455019,COPPER,COPPER,0
4108481029,COPPER,COPPER,0
4108476012,COPPER,COPPER,0
4108432011,COPPER,COPPER,0
4108427006,COPPER,COPPER,0
4108483029,COPPER,LEAD,1
4108429004,COPPER,COPPER,0
4108455015,COPPER,COPPER,0
4108482017,COPPER,COPPER,0
4108483028,COPPER,LEAD,1
4108483021,COPPER,LEAD,1
4108476011,NAN,NAN,0
4108430007,COPPER,COPPER,0
4108481010,COPPER,COPPER,0
4108432008,COPPER,COPPER,0
4108406009,COPPER,COPPER,0
4108483023,COPPER,LEAD,1
4108476020,COPPER,COPPER,0
4108402002,COPPER,COPPER,0
4108481006,COPPER,COPPER,0
4108483020,COPPER,LEAD,1
4108430012,COPPER,COPPER,0
4108476016,COPPER,COPPER,0
4108406006,COPPER,COPPER,0
4108483026,COPPER,COPPER,0
4108476007,COPPER,COPPER,0
4108431005,COPPER,COPPER,0
4108476018,LEAD,LEAD,1
4108476009,COPPER,COPPER,0
4108477006,COPPER,COPPER,0
4108427019,COPPER,COPPER,0
4108427018,NAN,NAN,0
4108483019,COPPER,LEAD,1
4108406010,COPPER,COPPER,0
4108431010,COPPER,COPPER,0
4108431002,COPPER,COPPER,0
4108481014,NAN,NAN,0
4108481011,COPPER,COPPER,0
4108476024,GALVANIZED,LEAD,1
4108476005,COPPER,COPPER,0
4108410005,COPPER,COPPER,0
4108431012,NAN,NAN,0
4108406015,COPPER,COPPER,0
4108481008,COPPER,LEAD,1
4108406004,COPPER,COPPER,0
4108406002,COPPER,COPPER,0
4108406003,GALVANIZED,COPPER,1
4108477009,COPPER,COPPER,0
4108455013,COPPER,LEAD,1
4108429005,COPPER,COPPER,0
4108426012,COPPER,COPPER,0
4108432007,COPPER,COPPER,0
4108477013,COPPER,COPPER,0
4108482011,COPPER,COPPER,0
4108481019,COPPER,COPPER,0
4108481003,COPPER,COPPER,0
4108483022,COPPER,LEAD,1
4108477014,COPPER,LEAD,1
4108477010,GALVANIZED,LEAD,1
4108483015,COPPER,COPPER,0
4108429029,COPPER,LEAD,1
4108455012,COPPER,COPPER,0
4108482014,COPPER,COPPER,0
4108476027,COPPER,COPPER,0
4108455005,COPPER,COPPER,0
4108434004,COPPER,COPPER,0
4108482005,COPPER,COPPER,0
4108429008,COPPER,COPPER,0
4108429010,COPPER,COPPER,0
4108479032,COPPER,COPPER,0
4108406012,COPPER,COPPER,0
4108477011,COPPER,COPPER,0
4108455025,COPPER,COPPER,0
4108406014,COPPER,COPPER,0
4108406005,COPPER,COPPER,0
4108481012,COPPER,COPPER,0
4108477007,COPPER,COPPER,0
4108483034,COPPER,LEAD,1
4108455021,COPPER,COPPER,0
4108477008,COPPER,COPPER,0
4108455016,COPPER,COPPER,0
4108426008,COPPER,COPPER,0
4108455024,COPPER,COPPER,0
4108455009,COPPER,COPPER,0
4108402010,COPPER,COPPER,0
4108477015,COPPER,COPPER,0
4108478024,COPPER,COPPER,0
4108483031,COPPER,LEAD,1
4108406011,COPPER,COPPER,0
4108482001,COPPER,COPPER,0
4108477002,COPPER,COPPER,0
4108429006,COPPER,COPPER,0
4108481016,COPPER,COPPER,0
4108477012,COPPER,LEAD,1
4108479024,COPPER,COPPER,0
4108428002,COPPER,COPPER,0
4108402013,COPPER,COPPER,0
4108402011,COPPER,COPPER,0
4108428004,COPPER,COPPER,0
4108434005,COPPER,COPPER,0
4108483032,COPPER,LEAD,1
4108432001,COPPER,COPPER,0
4108477026,COPPER,LEAD,1
4108433002,COPPER,COPPER,0
4108434010,COPPER,COPPER,0
4108479027,COPPER,COPPER,0
4108482022,COPPER,COPPER,0
4108428012,COPPER,COPPER,0
4108477019,GALVANIZED,LEAD,1
4108482002,COPPER,COPPER,0
4108478021,COPPER,COPPER,0
4108477023,GALVANIZED,COPPER,1
4108427020,COPPER,COPPER,0
4108427047,COPPER,COPPER,0
4108477021,COPPER,COPPER,0
4108406017,GALVANIZED,LEAD,1
4108429013,COPPER,COPPER,0
4108402008,COPPER,COPPER,0
4108477025,LEAD,COPPER,1
4108431001,COPPER,COPPER,0
4108477018,COPPER,COPPER,0
4108434008,COPPER,COPPER,0
4108427031,COPPER,COPPER,0
4108477022,COPPER,COPPER,0
4108434002,COPPER,COPPER,0
4108478016,COPPER,COPPER,0
4108479023,COPPER,COPPER,0
4108429017,COPPER,COPPER,0
4108426006,COPPER,COPPER,0
4108481015,COPPER,COPPER,0
4108455014,COPPER,LEAD,1
4108410004,COPPER,COPPER,0
4108481001,COPPER,COPPER,0
4108433001,COPPER,COPPER,0
4108483004,COPPER,COPPER,0
4108477016,COPPER,COPPER,0
4108477027,GALVANIZED,LEAD,1
4108430003,NAN,NAN,0
4108429023,COPPER,COPPER,0
4108479015,COPPER,COPPER,0
4108406018,COPPER,LEAD,1
4108478022,COPPER,COPPER,0
4108455023,COPPER,COPPER,0
4108430002,COPPER,COPPER,0
4108455027,NAN,NAN,0
4108455018,COPPER,COPPER,0
4108428011,COPPER,COPPER,0
4108477028,COPPER,COPPER,0
4108482020,COPPER,COPPER,0
4108481032,COPPER,COPPER,0
4108479014,COPPER,COPPER,0
4108432024,COPPER,COPPER,0
4108432020,COPPER,COPPER,0
4108432005,COPPER,COPPER,0
4108429021,COPPER,COPPER,0
4108477024,COPPER,COPPER,0
4108478003,COPPER,COPPER,0
4108455007,COPPER,COPPER,0
4108478007,COPPER,LEAD,1
4108482012,COPPER,COPPER,0
4108434007,COPPER,COPPER,0
4108479011,COPPER,COPPER,0
4108427022,COPPER,COPPER,0
4108402006,COPPER,COPPER,0
4108426010,COPPER,COPPER,0
4108429011,COPPER,COPPER,0
4108482016,COPPER,COPPER,0
4108432016,COPPER,COPPER,0
4108431015,COPPER,COPPER,0
4108479010,COPPER,COPPER,0
4108479028,COPPER,COPPER,0
4108479005,COPPER,COPPER,0
4108429019,COPPER,COPPER,0
4108406008,COPPER,COPPER,0
4108478014,COPPER,COPPER,0
4108455026,COPPER,COPPER,0
4108479017,COPPER,COPPER,0
4108433010,COPPER,COPPER,0
4108482009,COPPER,COPPER,0
4108478011,COPPER,COPPER,0
4108428001,COPPER,COPPER,0
4108429020,COPPER,COPPER,0
4108431004,COPPER,COPPER,0
4108433004,COPPER,COPPER,0
4108429001,COPPER,COPPER,0
4108434009,COPPER,COPPER,0
4108479016,COPPER,COPPER,0
4108432023,COPPER,COPPER,0
4108479006,COPPER,COPPER,0
4108479018,COPPER,COPPER,0
4108477031,COPPER,COPPER,0
4108455002,COPPER,COPPER,0
4108479003,COPPER,COPPER,0
4108402004,GALVANIZED,LEAD,1
4108428018,COPPER,COPPER,0
4108433011,COPPER,COPPER,0
4108410015,COPPER,COPPER,0
4108406001,COPPER,COPPER,0
4108478013,NAN,NAN,0
4108478009,COPPER,COPPER,0
4108479022,COPPER,COPPER,0
4108482004,COPPER,COPPER,0
